sexe;preusuel;annais;nombre
1;EDIN;2007;3
2;PÉRINE;1992;3
2;PAOLA;1931;5
1;OSCAR;1961;9
2;CHANEL;2017;63
2;GEORGETTE;1941;1272
2;LEAN;2008;4
1;ABDUSSAMED;2009;3
1;SERJIO;1973;3
2;HANNA;2002;143
1;KEYTAN;2016;3
2;UHAÏNA;2019;3
2;ESTELA;1977;5
1;MERWEN;2011;3
2;SCHEILA;1971;5
1;MINH;1990;8
2;LUCIE;1973;315
2;ARANI;2007;4
2;CHARLÈNE;1972;3
2;TOSCANE;1999;9
2;DEOLINDA;1974;11
2;THUVARAKA;XXXX;17
1;PLACIDO;1972;4
2;MERAL;2018;7
1;ACHILLE;1901;256
1;MYCKAEL;1979;3
2;ZARAH;1959;3
1;ARMANDO;1926;40
2;DOMENICA;1955;5
1;DEVEN;2018;18
1;CHERIF;1980;48
2;SOLANE;2013;11
1;WASIM;2006;24
2;TYNA;2020;10
1;ONESIME;1910;20
1;SAILOR;2008;3
2;KAISSA;2002;7
1;SILVER;2014;3
1;KEVYN;2006;19
1;UGO;1985;75
1;ELOI;1970;24
2;VIVIANE;1960;1951
2;ANASTHASIE;1909;12
2;SAMAH;1988;15
1;ASSAD;1992;7
1;NABY;2016;5
2;SASCHA;2009;3
2;DONAT;1939;3
2;ARMIDE;1952;3
2;BLAISE;1940;6
1;KASSEM;2005;3
1;AMAND;1915;55
1;WILHEM;1974;7
1;CASSIDY;2006;3
1;MEDINE;2014;45
2;ELAINE;1957;3
2;MARCELLINE;1965;36
2;MAËLLIA;2020;14
2;ELLEA;1998;6
1;SÉBASTIEN;2015;102
1;MESMIN;1964;6
1;AFONSO;2020;21
1;FAYAD;2019;6
2;HONORAT;1952;7
2;MONTSERRAT;1973;3
1;LONNI;2019;6
2;GEORGETTE;1939;1894
2;IZABELA;2014;8
1;LEONEL;1975;9
2;JAYA;2018;26
2;BASAK;1989;4
2;SALOUA;1960;5
1;AMEUR;1977;4
1;NIHAT;1991;5
2;BURCU;1983;4
1;PAUL-MARIE;1986;11
1;SONY;1980;14
2;TAÏNA;2006;3
1;SOULAIMANE;2000;14
1;TOMMY;1988;155
1;CASSANDRE;2010;12
2;BELYNDA;2004;3
2;LORIE;2003;257
1;MENPHIS;2004;7
2;IRIS;1908;7
2;BERTA;1967;4
1;PAUL-VINCENT;2000;8
1;GEROME;1934;4
2;SUZEL;1987;5
1;MANATEA;2017;7
2;GOUNDOBA;2018;17
2;MAXIMILIENNE;1900;56
2;VENANCE;1916;3
1;BRYAN;1983;48
2;OMNIA;2001;4
2;MAELE;1994;8
2;EMILIA;2013;93
2;KEVIN;1991;3
1;YOUEN;1984;10
1;RONALD;2012;7
2;MATY;2019;14
2;COLOMBINE;2003;7
1;SULIVANN;2006;3
2;KAWTAR;2010;91
1;ANDDY;2002;3
2;CHADLIA;1983;3
2;SORAYA;2007;157
2;FATIMA-ZOHRA;2016;7
2;SHAYMAE;2010;6
1;MILYAN;2007;4
2;CHAYNA;2005;4
2;MYRIEM;1982;5
1;WILLIAMS;1949;13
1;SINA;1993;3
2;BABETTE;2012;3
2;FANTA;2015;82
1;OLIVER;1969;10
2;ESTER;1994;7
2;SEDEF;2011;5
2;MANA;2006;10
2;ENARA;2014;4
2;ROMAÏSSA;2014;35
2;ALYZÉA;2020;7
1;ABEL;1950;100
1;JULIO;1991;20
2;FANTA;1986;36
2;MAGALI;1949;88
1;KRISTOPHER;1998;16
1;ABDESSAMAD;1975;9
2;MARIE-ANDRÉE;1925;3
2;ABBIGAËLLE;2011;4
1;JEAN-MARIUS;XXXX;60
1;MATTIEW;2001;3
2;WILMA;1996;5
2;MÉRINE;2017;3
1;MIECISLAS;1933;3
2;SUZETTE;1967;29
2;RAHMA;1991;26
2;LYONA;2008;6
1;IAGO;2006;6
1;ARNAUD;1924;53
2;THEOPHILE;1923;4
2;HELIN;1997;12
2;ALEXINA;1908;38
2;DAVIA;1996;3
2;BASTIENNE;XXXX;68
2;OSANA;2002;3
1;FODE;2012;5
1;ALANN;1990;10
2;LÉNA;1928;8
2;SHAINA;2012;54
2;MICKAËLLE;1972;7
2;ELIA;1974;11
1;LAURIC;2015;9
1;GEOFFRAY;1978;31
2;PASQUALINA;1926;3
1;ODILON;1920;4
2;FIDJI;1987;8
1;AWAIS;2000;4
2;ANGELA;2005;121
2;SHILOH;2014;4
1;GASTON;1937;897
2;ELLEN;2003;19
1;JOSSUA;2009;26
2;CORYSE;XXXX;35
2;HYLANA;2016;6
2;BERRA;2012;9
2;SYLVIANE;XXXX;12
2;KRISTELL;1998;8
2;NOLWEN;2010;29
2;HINDE;1977;7
1;GILBERT;1929;4626
2;EDITH;2009;14
2;SIMONE;1955;1031
1;ENOHA;2010;78
2;SIBILLE;1983;5
2;FARIDA;1945;3
1;JEAN-FRANCK;1958;3
2;MARIE-CAMILLE;1968;4
2;MIMOUNA;1985;20
2;CLOTILDE;1952;110
1;ALFRED;1991;27
2;KALIA;2007;4
1;GAMEL;XXXX;16
1;NOUREDINE;1985;19
1;ZOHEIR;1989;5
2;MARY;2011;54
1;EDRIS;2005;4
1;JOCELYN;2010;42
2;ALAIN;1950;3
1;DAYANE;XXXX;10
2;MAÏA;2013;247
1;FABIO;1975;32
1;ALEXANDER;1992;65
1;KIMÉO;2014;6
2;LIRIA;XXXX;43
1;JEAN-MARY;1982;4
2;DJENNA;1992;5
2;PHILIPPINE;1908;46
2;GERMAINE;1926;4121
2;EULOGE;1930;13
2;ALYSSON;1997;32
2;CLAUDIA;1968;260
2;GILIANE;1954;9
1;MARC-AURELE;2003;11
2;ALIA;1999;25
2;KETTY;1984;101
2;BTISSAM;2018;5
2;DOMINICA;1930;15
1;FAYIZ;2017;3
2;LISANDRA;2007;13
2;ROSALIE;1973;50
2;ANGELIKA;1995;4
1;ANTONIO;1995;65
2;FORTUNEE;XXXX;22
2;INGRID;1948;34
1;MATHIS;1982;11
2;MYLÉNA;2012;18
2;GWENDOLINE;1965;3
1;JEAN-PASCAL;2001;7
1;XANDER;2019;4
1;ABOU-BAKAR;2018;4
1;PIERRE;2008;1644
2;MARIE-ALICE;1914;6
2;NOËLLE;1986;67
1;SOWAN;2015;13
2;ERZA;2013;3
1;MAIXENT;1912;3
2;YOUSSRA;1996;30
1;LORRIS;1980;5
1;DENY;1957;3
2;ANAÏSE;2012;3
1;REDWAN;2015;14
1;LOUIS;1958;1225
1;SHAN;1997;5
1;KIWAN;2006;3
2;GRACIEUSE;1952;22
2;TIPHAINE;1994;553
2;NIEVES;1919;3
1;KAREL;2015;34
2;IMELDA;1935;4
2;BAHYA;XXXX;46
2;ESPERANZA;2000;7
2;M'BARKA;2001;3
2;KIMBERLEY;2012;110
2;MICHÈLE;1973;404
1;ATHANASE;1936;22
2;DOLORÈS;1996;3
2;MILY;2017;16
1;YUNES;2011;4
2;GABRIELA;2015;124
1;ERDOGAN;2008;6
1;GASTON;2002;53
1;DOGUKAN;2005;6
2;LILY-ANNE;2009;4
2;SYBILLE;1986;34
1;SIMON;1948;241
2;PRISCILLA;1953;5
1;MOUAYAD;2019;6
1;ABDESLEM;1974;4
1;SOEL;2001;3
1;JEAN-RENAUD;1976;5
2;MARIE-GERMAINE;XXXX;52
2;AINI;2016;3
2;MAURE;1931;3
2;OPALINE;2001;8
2;AMARANTHE;XXXX;22
1;YON;2016;4
2;EDELINE;2004;10
2;BERTRAND;XXXX;17
1;CLAUDIU;XXXX;22
2;MELYNA;2006;110
1;ABDUL;2009;20
2;LEOPOLDINE;1927;8
2;LIO;2019;12
2;ELYNN;2013;33
1;BERNARDIN;1940;18
2;MASSILYA;2005;15
1;MALE;2007;3
1;DANIEL;1987;624
1;DILAN;2013;17
2;ANNAICK;1990;9
1;STEVAN;1973;8
2;KATALINE;1984;5
2;LOURDES;1984;4
2;MAHEL;2004;3
1;TALAL;2003;6
2;KAHILA;2014;6
1;NOURI;1982;4
2;RADHIA;1981;13
1;CONSTANTIN;1936;11
2;NEYAH;XXXX;7
2;TESNYME;2012;3
2;ROJIN;2013;5
1;YVES-MICHEL;1966;4
2;SYARA;2017;6
2;OPHELINE;2001;13
2;NOOR;2012;69
1;POL;2011;26
1;NOUHA;1984;7
2;JOAQUINA;1960;3
1;HERMAN;2004;7
2;KAHAIA;2018;4
2;ALPHONSINE;1926;213
2;ZELIDA;XXXX;25
1;LARY;1980;5
2;MAILYNE;2011;5
1;BERTIN;1951;27
2;NAËLLY;2014;14
2;LÉONCE;2011;3
2;PAUL;1917;5
2;MIRYAM;2000;12
2;CATHERINA;2013;3
2;ZERDA;2006;5
2;HELIANE;1938;21
1;LYSANDRE;2017;94
2;NURSEL;1987;3
1;LOWELL;2018;5
2;ASSETOU;2019;17
1;NAJI;1980;4
2;CHRISTELLE;1933;3
1;CHRETIEN;1923;19
2;LOLA;1977;9
1;GUISEPPE;1937;13
1;MILAN;2008;427
1;SAINTE-LUCE;1921;5
1;GAYLORD;1989;95
1;JEAN-ERIC;1998;4
2;PRENTISS;XXXX;5
2;DANIELLA;1920;3
1;WILHELM;1943;4
1;ABDELMALEK;1986;14
1;LOUIS-FÉLIX;1964;3
1;MALLORY;1980;14
1;NOURREDINE;1959;6
1;KIERAN;1974;3
2;JELENA;2016;11
1;RINALDO;1932;7
1;PIERRINO;1925;3
2;MANEL;2004;283
2;AMOUR;1996;3
1;THEODOR;2016;15
1;AZEDDINE;1980;12
2;NASSIRA;1958;6
1;GERVILLE;1950;3
1;LONNI;2000;3
2;ANNECY;1936;5
2;SHAYMA;2009;86
2;ARIANNE;2012;5
1;NAHÏL;2020;92
2;SASKIA;2004;21
2;CÉCILE;1975;4038
2;NOËLYA;XXXX;2
2;ROSANE;1958;21
1;THEOPHILE;1941;50
2;MEVA;2016;18
1;JOSIAN;1980;23
2;FATIMATA;2012;48
2;DIVNA;2019;3
2;KATYA;1991;6
2;EOLIA;1992;9
2;AYSEL;1995;6
2;OUMAÏMA;1995;6
2;AURELINE;2006;28
2;NOEE;2008;10
2;TATJANA;1976;3
2;ANGELIQUE;1911;92
2;LAHOUARIA;XXXX;53
1;ZOHIR;1986;13
2;ÉDEN;2015;47
2;CRISTINE;1971;9
2;MELANY;1993;103
2;HAMARIA;1971;3
1;YANNICE;2009;3
2;AIMY;1993;8
2;LUCINE;1994;11
1;NOWLAN;2002;3
2;ANAH;2010;3
2;KRYSTAL;2006;45
1;HÂROUN;2019;6
1;MAVRICK;1995;24
2;ZOUBIDA;1989;8
1;KRISTOF;1983;4
2;NAOUEL;1996;10
2;SALIMATA;2015;47
2;OXANNA;1997;4
1;RICHARD;2001;160
2;ERYNE;2015;23
1;YANISS;1990;10
1;HECTOR;1990;21
2;MARY;1976;42
1;STEVIE;1994;20
1;DIYA;2001;4
2;HELLENE;1923;6
2;ILIONA;2015;3
2;PRISCILIA;1990;46
1;RODRIGUE;1975;261
2;FULGENCE;XXXX;20
2;GUILHAINE;1957;4
1;TAYRON;2004;22
1;AUBERT;1961;11
1;GILBERT;1982;58
1;MUSA;2019;31
1;CONSTANTIN;1967;9
2;SEYANA;2018;6
1;GAUTIER;1992;300
2;ASSITA;2009;3
2;MARIE-AMÉLIE;2001;199
1;JONATHAN;1996;2179
1;GUY;1971;662
2;VIOLETA;2007;5
2;TAINA;1994;17
2;IZÏA;2016;26
2;HESTIA;XXXX;19
1;HENRI-PAUL;1967;3
2;AMALE;2005;5
2;ANAITA;1996;3
2;STÉFANIE;1975;4
1;KALED;1967;3
1;FREDDI;1962;15
1;FRANC;1974;10
2;NASRA;1997;4
1;PIERROT;1975;7
1;VALENTIN;2015;1930
1;ANTONINO;1970;19
1;MAXIME;2002;6039
2;CHANEZE;2003;9
1;LOU;1986;13
2;SEHAM;1977;5
1;ABDESSAMADE;1994;4
1;UMBERTO;2002;8
2;OPHELINE;1989;4
2;GHADA;2019;3
2;CHRYSTELL;1967;3
1;SANDRO;2002;100
1;JACQUY;1934;56
1;JEAN-PHILIPPE;1942;57
2;LAURALEEN;2000;4
2;MARIE-BRIGITTE;1953;28
1;ERWAN;1980;666
1;ABDELFATAH;1978;3
2;CATHIE;1991;13
2;LUBNA;1985;3
2;SONJA;1973;13
1;SAHEL;2002;11
1;JEAN-GUILLAUME;1966;3
2;DASSINE;2018;12
1;MAELIG;2008;15
2;SARAY;2020;3
2;DAHLIA;XXXX;47
2;ALMA;1983;4
2;MATILDE;XXXX;44
1;HAYDAN;2011;26
2;LINAH;2015;6
2;NOURANE;2016;39
2;LILIAH;2016;4
1;CHRISTOPHER;1952;6
1;LOUEÏ;2018;3
2;CELENA;2000;21
2;LOULIA;2012;7
1;OLLIVIER;1959;19
2;KETSIA;1996;13
2;SHAHYNA;2010;3
2;LEONA;1916;38
2;FREYA;1996;3
1;JOHNATHAN;1983;13
1;SHEAN;2010;15
1;DRISS;1994;86
1;LYAME;2015;4
1;SERGIO;1978;102
2;LYSANDRA;XXXX;12
2;ANELLA;2017;8
2;FIDELINE;1933;3
1;NAYATI;XXXX;13
1;UMBERTO;1987;6
2;MAELYA;2004;13
1;LAURENT;1927;425
2;DIENEBA;1986;6
1;DJAYANN;2008;7
1;HASSAN;1982;159
1;ELWAN;2004;10
2;CLAIRE-LISE;1964;10
1;REZAN;2010;5
2;MAËLANNE;2012;3
2;VERA;1928;14
2;HORTENSIA;1969;5
2;ADJI;2020;8
1;PIERRE-MICHEL;1991;6
2;THIFAINE;2001;8
2;SUZEL;1965;9
1;ROMÉO;1987;30
2;LILWENN;2016;113
1;VADIM;2006;92
2;CELYANE;2003;3
2;NICOLETTE;1982;3
1;SPENCER;2008;4
1;RODOLPHE;2014;5
1;ABDELLA;1965;5
2;DRIFA;2007;3
2;NACIMA;XXXX;21
2;MANUREVA;1991;3
2;MARILINE;1962;26
2;KAMERON;XXXX;16
2;ARTEMISE;1909;9
1;GABY;1957;12
1;GUNTHER;1941;16
1;HONORE;1936;88
2;ALBA;1992;12
2;TAKWA;2002;3
2;MINA;1949;5
2;CRYSTALLE;1998;4
2;TRINITE;1967;8
1;TONY;1978;1233
1;MATHIEU;1991;4947
2;HINATÉA;2015;3
1;FRANKY;1977;22
2;NURSEN;1982;3
2;MAILYNE;2010;21
1;KELIAN;2020;20
1;RACHID;1998;75
1;PAULO;1966;26
2;ALFREDA;2020;3
2;MARIE-COLETTE;1948;28
2;ELMEDINA;2013;9
1;NAYEM;2019;3
1;MATHIEU;1932;101
1;ABDELMAJID;1986;17
2;KATE;1946;4
1;JOCELIN;1971;11
2;ADRIANA;1975;8
1;WESSIM;2019;6
2;NAÉVA;2011;4
1;EVENOR;1901;3
1;EMANUEL;2020;37
1;SONI;1993;3
2;PIERETTE;1937;5
1;ALDEN;2016;3
2;SENDY;2002;4
1;BELKACEM;1983;40
2;SIBILLE;1989;4
1;HENDRIK;1972;3
2;FLEUR;1975;67
2;BADIAA;1985;3
1;JULIANO;2011;25
2;JAMIE-LEE;1998;5
1;CHRISTOPHER;1988;2193
1;AUBIN;1937;16
1;ELMEDIN;2013;8
1;TAREK;XXXX;8
2;MAÏMOUNA;1981;4
2;GLADYS;2004;158
2;GAELLE;1949;5
1;LAUGAN;2004;5
2;ARLETTE;1908;111
2;MARYLOU;1993;79
1;OUMAR;2016;108
1;PETRUS;1930;6
2;GNIMA;2005;3
2;EMMILIENNE;1903;3
2;NYHEL;XXXX;19
1;KENNY;2001;248
1;ABDELKARIM;1985;46
2;ORLANE;2010;271
2;DAFNÉ;2017;3
2;GALIA;1970;3
2;KUBRA;1993;22
2;KAMELIA;1986;12
2;ELINA;1907;33
2;SAHANA;2014;4
1;SOAM;2009;5
2;RAÏNA;2016;15
2;AMINTA;2006;3
2;LORELLA;1959;4
2;DENIZE;1905;4
1;AMID;2006;4
1;YVES;1929;2893
1;ELVIR;1981;3
2;SIHAME;2015;12
1;ERSIN;2001;7
2;MARINETTE;1948;496
1;FAYSAL;2001;11
2;LAURENCE;1991;244
1;ANTONN;2005;6
1;JEAN-RAPHAËL;1970;16
1;BENOIST;1991;19
2;ANETTE;1937;7
2;MARY-LOU;2002;6
2;TABATA;1996;4
2;LUDMILLA;1966;4
1;OLAN;2005;6
2;MAILA;2016;4
2;MURIELE;1957;25
2;ÉVANA;2019;10
1;SYDNEY;1985;13
1;SAFOUANE;1992;4
2;MAGALI;1983;2203
2;LÉONE;1901;250
2;ELA;XXXX;15
1;NAIM;1985;19
2;MALWENN;2016;3
1;ILYAN;2014;243
1;JOLHAN;2020;4
1;GOHAN;2005;3
2;CANELLE;2004;28
1;LAZHAR;1997;4
2;CALLY;2019;20
2;RYHANA;2017;4
2;MAÉLIS;2017;3
1;LEEVAN;2017;12
2;SUE-ELLEN;1982;53
2;MILICA;2019;5
1;YANNICK;1940;59
1;THEODULE;1909;29
1;TEWIS;2016;7
1;JEAN-MAX;1977;19
1;LUC-ANTOINE;XXXX;39
1;MAHAMET;2003;4
1;YVES-PIERRE;XXXX;25
1;MAHMOUD;2010;19
2;FIDAN;1992;5
2;CLOTHILDE;1988;122
1;CHRISTIAEN;1929;5
2;DRAGANA;1995;3
1;GABIN;1990;70
2;CHRISTIANA;1995;16
2;MURIELLE;2003;12
2;OCÉANE;2003;4868
2;HERMINE;1913;75
2;LYDIANE;1975;17
1;MALLONE;XXXX;16
2;ANAYA;2016;88
1;JACK;1974;22
1;VARUN;2015;4
1;CHRETIEN;1922;20
2;MARIE-HÉLÈNE;1976;316
2;SYLVAINE;1950;224
2;YANNICK;1959;161
1;AUREL;2010;31
2;LAUREN;1993;188
2;CORINNE;2011;5
1;JEREMY;1969;20
2;NATHALIE;1936;52
1;NORBERT;1932;428
1;AZZAM;2016;4
2;LUDIVINE;1975;931
2;NOELINE;1984;7
1;AGNEL;1907;3
2;ELEONORE;2002;366
2;MORGANN;1996;19
1;NICOLA;2009;22
2;LIHANA;2017;6
1;RADOUANE;1979;54
2;LUCILLE;1984;178
1;STÉFAN;1975;4
2;KETI;2004;3
1;GYSLAIN;2004;3
1;MATTHIS;2004;201
1;JOFFREY;2001;83
1;TOLGA;2009;26
1;MATHYAS;2002;6
1;SADIA;2003;6
1;GIANNI;1968;44
2;PAOLINA;1928;5
2;ISELINE;1985;5
1;KRYSS;2009;4
1;RAYANNE;1996;17
2;ROSA;1976;98
2;GLADYS;1909;5
2;MANSATA;XXXX;23
2;JAZZ;2014;17
1;ILIÈS;1997;6
1;REHDA;XXXX;24
1;RAFFAËL;1998;4
2;PAOLINA;1935;4
1;ANES;2014;80
1;FRÉDÉRIQUE;1978;12
2;ZÉLYA;2012;8
2;DAPHNÉE;1976;12
1;MATYAS;2005;15
1;MARTIAL;1971;780
1;GORKA;XXXX;35
2;MAÏDER;1980;9
2;AYAH;2000;6
1;LAZARE;1990;7
1;VICKY;2002;3
2;ROJDA;2019;4
2;ADRIENNE;1914;1081
2;DORIANE;1965;95
2;CEMILE;1975;4
2;SHEINA;2017;4
2;ROSELLA;1954;5
2;EVA-ROSE;2008;9
2;FLEURINE;2018;3
1;MAXIMIN;1991;18
1;NOAH;XXXX;15
1;STANISLAW;1923;16
2;RACHIDA;2020;13
1;LINO;2011;280
1;PIERRICK;1931;3
1;EZAN;2012;3
2;CRISTELLE;1973;205
1;ZEPHIR;2006;13
2;SHAHINEZE;2010;4
2;MEI;2004;19
1;VALERY;1931;12
1;ODILON;2005;10
2;EUPHRASIE;1912;67
1;FÉLIX;2003;433
2;AMELINE;2005;66
1;VINCENTE;1973;3
1;SALI;2013;4
2;MUGUELLE;1972;3
2;VINCENZA;1949;5
1;GARBA;XXXX;25
2;SAPHIA;2004;10
2;MILIANA;1993;4
1;RUDOLF;1949;4
1;MAGOMED;2011;7
1;PEIO;1988;9
1;FÉLICIEN;1977;5
1;IVRIN;1965;3
2;ATHINA;1993;4
1;CALIXTE;1964;10
1;ETHANAËL;2015;10
1;GURVAN;2016;9
1;CHARLIE;1931;4
2;LISIANE;1963;69
1;FARUK;2020;6
2;BAHIA;2002;15
2;LÉONTINE;1932;138
2;ATHINA;2008;7
2;WIDED;2015;10
2;ELPHIE;XXXX;30
1;RÉMY;1959;999
2;DALILA;2009;29
2;ISELINE;1988;4
1;PHILOGENE;1908;10
2;JUANA;1920;7
2;QUITTERIE;1983;12
1;SOHANE;2007;6
1;KEVIN;1999;4115
1;GRAIG;1995;4
1;PIERRE-FRANÇOIS;2008;9
2;ÉMILIE;1994;40
1;BENAMAR;1981;9
2;NADETTE;1946;8
1;FAUSTINO;1954;4
2;SWANN;1994;22
1;BENOIT;2007;4
1;MOUSSA;1958;30
1;FAHED;2012;12
2;ESPERENZA;2010;4
2;DORINE;1924;3
1;BUGRA;2019;4
2;ÉLENA;2014;20
1;JOHNATAN;1985;29
1;CEM;1984;9
1;PALMYRE;1915;5
1;LUHAN;2002;7
2;MYLÈNE;1970;422
2;MIRELLA;1984;35
1;HEVANN;2007;3
2;ZOHRA;2013;72
1;METIN;1996;9
2;MILINA;2017;6
2;CAREL;1977;3
1;YOUEN;2004;26
2;SHANONNE;2018;3
2;ZÉLYA;2014;15
2;AINA;1988;4
1;BAFODE;2011;12
2;JAHYA;2013;8
1;ABDURAHMAN;2010;4
1;KLEBERT;1953;7
2;AZARIA;1985;4
2;FLORETTE;1964;3
1;HASNAIN;2017;3
1;JACQUES-YVES;1988;4
2;HINDA;1964;7
1;FAHED;2009;21
1;CARLES;2001;3
1;IVO;1953;4
2;MOËRA;2017;5
1;JAHDEN;2018;21
1;EÏDEN;2017;15
1;FRANÇOIS-PHILIPPE;XXXX;37
1;KILYAN;1999;28
2;DIEYNABA;1998;7
2;LYANA;2012;252
2;BONNIE;2006;10
2;SYLVIANE;1926;146
1;RÉGIS;1975;148
1;JACQUELIN;1979;4
2;ARGITXU;2000;4
1;MASSILA;1999;3
1;IVAN;2000;115
2;AMEDEE;1925;16
2;AGATHE;1963;56
2;KORNELIA;2016;3
2;LUCRECE;1942;4
1;APOLLINAIRE;1903;3
2;MATTEA;2001;17
2;MONIQUE;1965;2247
1;AUBIN;1965;8
2;KATIA;1974;1535
1;RAYYAN;2018;19
2;GWLADYS;1995;123
2;TÉRÉSA;XXXX;28
1;JASON;1969;3
2;MARYSE;1954;4178
2;AMEDINE;1992;3
1;SANDRICK;XXXX;14
2;ANAË;2016;121
1;AHSAN;2001;3
2;LORENE;1980;33
2;CLOE;1988;57
2;AOUREGAN;2014;4
1;HAKEEM;1995;4
2;EDGARD;1925;3
2;HOUDA;1987;66
2;MEDELICE;1908;3
2;MORYNE;2003;3
1;JESON;2010;4
1;DÉNYS;XXXX;9
2;YVONE;1917;10
2;ESPERANCE;1947;13
2;LISIANE;1980;11
2;BLEUENN;2007;72
2;AMAL;1987;115
2;JOELE;1952;65
1;SAMUEL;1941;26
2;YSELINE;2002;4
1;LYWAN;2012;6
1;STEED;1983;5
2;TAYSHA;2013;4
1;WLADIMIR;2019;4
2;ALBANE;1983;73
2;SOPHIANE;2005;3
2;MONA;1964;11
1;ABDELNOUR;2009;7
1;SEBASTIANO;1965;12
1;BOUBAKAR;1968;4
2;MALONNE;2019;3
1;SHALOM;1993;3
1;MARC-HENRI;1998;4
2;LENA;2019;268
2;OYANA;2008;11
2;MAITENA;1988;11
2;PRUDENCE;1934;12
1;ACHOUR;2013;4
1;EDWARD;2019;67
1;DIEUDONNE;1986;4
1;AMAEL;1997;10
2;ALIXANE;2005;3
2;GINA;1981;40
1;RAFAËL;1990;8
2;SHEYNA;2015;14
1;UMBERTO;2011;3
1;ABDELAZIZ;2019;11
1;MAX;1955;610
1;NICAISE;1952;3
2;MADISONE;2015;5
1;AKLI;1970;23
1;MAYRONE;2012;16
2;SARA;1911;20
2;KENSY;2011;6
1;CARLES;1964;3
1;GUGLIELMO;1913;4
2;CASEY;2004;7
2;PATRICE;1963;10
2;HAZAL;1999;3
2;MARYLINE;2012;11
1;GAYLORD;1991;83
2;SHIRAZ;2003;3
1;HISHAM;2002;7
1;PAOL;2009;9
1;YOAN;1974;54
1;ERNEST;1934;575
2;RYM;2016;62
1;SEBASTIEN;XXXX;31
1;MARCELIN;1946;21
2;MARJORIE;2009;44
1;SASSI;1986;3
2;MAHÉ;1988;5
1;JEFF;1991;39
2;IZEL;2004;8
1;RAMZI;2010;17
1;ANTON;1997;46
2;SABIHA;1979;8
1;SADI;2019;3
2;AANOR;2010;3
1;VALMY;1932;4
1;ARYA;2006;3
2;HELEA;XXXX;23
2;MARIE-CHARLOTTE;1993;133
2;MARLISE;1937;27
2;MARIE-CATHERINE;1983;28
2;NOURA;1967;79
1;ANASSE;1982;5
1;SIMAO;2009;25
1;YAOUEN;2011;4
2;MARTA;1933;4
2;ANNIKA;1998;3
2;ANNELISE;1923;3
1;DECLAN;2006;26
1;DJEMEL;1976;6
1;JEAN-COME;2001;5
2;MORGAN;2010;19
1;THÉO;1958;19
1;EL-HADJ;2008;3
1;LUC;1955;1628
2;ZOHRA;1965;165
2;PHYBIE;2013;6
2;NADA;1953;3
1;BENOIST;1971;36
2;GWENNAELLE;1989;38
1;JEAN-HUGUES;1982;14
2;KAYCEE;2019;32
1;DJEMEL;1986;4
2;MANOELLE;1960;3
1;MIRAÇ;2018;43
1;MATEI;2005;18
2;HYND;2013;10
2;DORIA;1993;20
1;AUBIN;1928;19
1;CENGIZHAN;2001;8
1;LUKA;1999;118
2;PIERETTE;1935;8
1;MARK;2020;26
2;SARINA;1991;6
2;ROSARIA;1950;6
2;ASSETOU;1998;11
2;INSAF;2008;56
2;KATELL;2002;64
1;JULIO;1962;23
1;DIONIS;XXXX;31
1;MAXENT;XXXX;15
1;ATTILIO;1908;9
2;KATLEEN;1985;7
2;MANTHITA;2017;8
1;JOHNY;2010;4
1;UMUT;2005;26
1;EZRA;1989;3
2;NAÏYA;2015;3
2;ERNESTINE;1924;309
2;JESS;2005;3
2;LOUVE;2016;43
2;ASSOMPTION;1918;7
2;JOHANA;1994;136
2;MAEWENN;2008;40
2;GABRIELLE;1974;130
2;FERDINE;XXXX;57
2;ILONA;1971;3
1;KURTYS;2014;25
1;ARSLANE;1995;3
2;LENAIK;1970;4
1;VEDAT;1983;4
2;AVELINE;1989;8
1;MEIDHI;2005;3
1;ANGE-MARIE;1967;4
2;MARYLISE;1938;4
1;DEVRIM;2010;8
2;ALBANE;1987;76
2;YLENA;2018;3
1;LYVAN;2019;19
2;MARCELLA;1913;11
1;GEROME;1993;28
1;JOSH;2003;11
1;XIMUN;2018;3
1;TED;2006;6
1;TIMOTHÉ;2017;577
2;AÏLEY;2019;5
1;ELVEN;1998;6
2;ELOANE;2017;99
1;GUIDO;1949;9
2;MÉLINA;1967;10
2;MIRYAM;2002;18
2;FILIPPINA;1958;3
2;NOELLA;1977;42
1;WILHEM;1987;10
1;STANISLAW;1936;19
2;ODILLE;1936;49
1;NADJIB;1976;5
2;GAYA;2005;3
2;ROEYA;2020;5
1;ALMIR;1978;3
2;CHIARA;1982;6
2;LEILA;1995;461
2;MELYSSE;XXXX;21
1;BELKACEM;1972;41
1;ROANE;2009;5
1;ALISTAIR;1994;6
1;THIERRY;2019;14
2;MATY;2003;8
1;CYRIAC;1979;8
2;ANNAE;2012;4
1;JUSTE;2006;3
2;GARLONNE;XXXX;19
2;HACINA;2003;3
2;LEONA;1952;4
1;AKRAME;2018;5
2;KITANA;2019;4
2;ANASTASYA;2009;4
2;EWENN;2012;8
2;LYZEA;2012;3
2;MAÏTÉ;1982;65
1;RAWAD;2015;4
2;IRIDE;1931;4
1;ALBINO;1922;3
2;FANNY;1946;48
1;MANOAH;2001;12
2;ALYS;2020;16
2;DJENA;2003;30
2;KALY;2017;41
2;PRYSCILLIA;1996;4
2;CHRISTABEL;2005;3
2;SAAIDA;1977;4
2;PIA;2019;198
2;EMMYLOU;1994;8
2;MAYAH;2020;12
2;AZILIS;2005;23
